instance,size_kib,ratio,total_depth,iteration,n_inserted,n_unique,estimated_fp,bits_set,fill_ratio,expected_fill_ratio,materialized_forward,materialized_backward,materialized_total,phase,type_index,type_count,k_mode,k_hashes,split_mode
17,2654,0.5,43,0,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
17,2654,0.5,45,0,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
17,2654,0.5,47,0,31,31,1.19587e-06,26,1.19587e-06,1.42584e-06,0,0,0,iter,0,1,k1,1,dynamic
17,2654,0.5,47,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
17,2654,0.5,49,0,2092,2092,8.26527e-05,1797,8.26527e-05,9.62166e-05,0,0,0,iter,0,1,k1,1,dynamic
17,2654,0.5,49,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
17,2654,0.5,51,0,13188,13188,0.000469791,10214,0.000469791,0.000606396,0,0,0,iter,0,1,k1,1,dynamic
17,2654,0.5,51,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
17,2654,0.5,53,0,59374,59374,0.0019436,42257,0.0019436,0.00272717,0,0,0,iter,0,1,k1,1,dynamic
17,2654,0.5,53,1,34,34,5.05943e-07,11,5.05943e-07,1.56382e-06,0,11,11,iter,0,1,k1,1,dynamic
17,2654,0.5,55,0,232600,232600,0.00685434,149024,0.00685434,0.0106414,0,0,0,iter,0,1,k1,1,dynamic
17,2654,0.5,55,1,728,728,1.33845e-05,291,1.33845e-05,3.34837e-05,1,291,292,iter,0,1,k1,1,dynamic
17,2654,0.5,43,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
17,2654,0.5,45,0,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
17,2654,0.5,47,0,31,31,5.9817e-50,260,1.19587e-05,1.42583e-05,0,0,0,iter,0,1,optk,10,dynamic
17,2654,0.5,47,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
17,2654,0.5,49,0,2092,2092,1.48128e-31,17962,0.000826159,0.000961749,0,0,0,iter,0,1,optk,10,dynamic
17,2654,0.5,49,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
17,2654,0.5,51,0,13188,13188,5.13346e-24,101937,0.00468858,0.00604744,0,0,0,iter,0,1,optk,10,dynamic
17,2654,0.5,51,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
17,2654,0.5,53,0,59374,59374,7.04993e-18,418899,0.0192672,0.0269395,0,0,0,iter,0,1,optk,10,dynamic
17,2654,0.5,53,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
17,2654,0.5,55,0,232600,232600,1.68704e-12,1445451,0.0664833,0.10146,0,0,0,iter,0,1,optk,10,dynamic
17,2654,0.5,55,1,1,1,4.23732e-64,10,4.59948e-07,4.59948e-07,1,1,2,iter,0,1,optk,10,dynamic
17,2654,0.5,43,0,0,0,0,0,0,0,0,0,0,iter,0,1,rootk,3,dynamic
17,2654,0.5,45,0,0,0,0,0,0,0,0,0,0,iter,0,1,rootk,3,dynamic
17,2654,0.5,47,0,31,31,4.61755e-17,78,3.5876e-06,4.27751e-06,0,0,0,iter,0,1,rootk,3,dynamic
17,2654,0.5,47,1,0,0,0,0,0,0,0,0,0,iter,0,1,rootk,3,dynamic
17,2654,0.5,49,0,2092,2092,1.52198e-11,5388,0.00024782,0.000288622,0,0,0,iter,0,1,rootk,3,dynamic
17,2654,0.5,49,1,0,0,0,0,0,0,0,0,0,iter,0,1,rootk,3,dynamic
17,2654,0.5,51,0,13188,13188,2.79483e-09,30625,0.00140859,0.00181809,0,0,0,iter,0,1,rootk,3,dynamic
17,2654,0.5,51,1,0,0,0,0,0,0,0,0,0,iter,0,1,rootk,3,dynamic
17,2654,0.5,53,0,59374,59374,1.97021e-07,126511,0.00581885,0.00815922,0,0,0,iter,0,1,rootk,3,dynamic
17,2654,0.5,53,1,0,0,0,0,0,0,0,0,0,iter,0,1,rootk,3,dynamic
17,2654,0.5,55,0,232600,232600,8.52837e-06,444201,0.020431,0.0315856,0,0,0,iter,0,1,rootk,3,dynamic
17,2654,0.5,55,1,1,1,2.62719e-21,3,1.37985e-07,1.37985e-07,1,1,2,iter,0,1,rootk,3,dynamic
17,531,0.1,43,0,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
17,531,0.1,45,0,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
17,531,0.1,47,0,31,31,5.97708e-06,26,5.97708e-06,7.12649e-06,0,0,0,iter,0,1,k1,1,dynamic
17,531,0.1,47,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
17,531,0.1,49,0,2092,2092,0.000413108,1797,0.000413108,0.000480809,0,0,0,iter,0,1,k1,1,dynamic
17,531,0.1,49,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
