instance,size_kib,ratio,total_depth,iteration,n_inserted,n_unique,estimated_fp,bits_set,fill_ratio,expected_fill_ratio,materialized_forward,materialized_backward,materialized_total,phase,type_index,type_count,k_mode,k_hashes,split_mode
32,79613,0.5,42,0,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,44,0,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,46,0,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,48,0,13,13,1.68663e-08,11,1.68663e-08,1.99329e-08,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,48,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,50,0,2989,2989,2.8044e-06,1829,2.8044e-06,4.58301e-06,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,50,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,52,0,23371,23371,2.05124e-05,13378,2.05124e-05,3.5834e-05,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,52,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,54,0,138376,138376,0.000111561,72759,0.000111561,0.000212149,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,54,1,2,2,1.5333e-09,1,1.5333e-09,3.06659e-09,0,1,1,iter,0,1,k1,1,dynamic
32,79613,0.5,56,0,720426,720426,0.000518973,338469,0.000518973,0.00110402,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,56,1,254,254,6.59317e-08,43,6.59317e-08,3.89457e-07,0,43,43,iter,0,1,k1,1,dynamic
32,79613,0.5,58,0,3109967,3109967,0.00196708,1282911,0.00196708,0.00475715,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,58,1,6479,6479,2.08375e-06,1359,2.08375e-06,9.93418e-06,0,1362,1362,iter,0,1,k1,1,dynamic
32,79613,0.5,60,0,12340725,12340725,0.00669067,4363585,0.00669067,0.0187441,0,0,0,iter,0,1,k1,1,dynamic
32,79613,0.5,60,1,209705,209705,4.24263e-05,27670,4.24263e-05,0.000321488,1,27872,27873,iter,0,1,k1,1,dynamic
