instance,size_kib,ratio,total_depth,iteration,n_inserted,n_unique,estimated_fp,bits_set,fill_ratio,expected_fill_ratio,materialized_forward,materialized_backward,materialized_total,phase,type_index,type_count,k_mode,k_hashes,split_mode
62,31603,0.5,40,0,21,21,6.56645e-08,17,6.56645e-08,8.1115e-08,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,40,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,42,0,1,1,3.86262e-09,1,3.86262e-09,3.86262e-09,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,42,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,44,0,4,4,1.54505e-08,4,1.54505e-08,1.54505e-08,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,44,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,46,0,10,10,3.86262e-08,10,3.86262e-08,3.86262e-08,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,46,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,48,0,20,20,7.72524e-08,20,7.72524e-08,7.72524e-08,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,48,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,50,0,38,38,1.46779e-07,38,1.46779e-07,1.46779e-07,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,50,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,52,0,80,80,3.09009e-07,80,3.09009e-07,3.09009e-07,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,52,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,54,0,178,178,6.72096e-07,174,6.72096e-07,6.87546e-07,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,54,1,0,0,0,0,0,0,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,56,0,388,388,1.46779e-06,380,1.46779e-06,1.49869e-06,0,0,0,iter,0,1,k1,1,dynamic
62,31603,0.5,56,1,16,16,1.93131e-08,5,1.93131e-08,6.18019e-08,1,5,6,iter,0,1,k1,1,dynamic
62,31603,0.5,40,0,21,21,1.49041e-62,170,6.56645e-07,8.11149e-07,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,40,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,42,0,1,1,7.39294e-75,10,3.86262e-08,3.86262e-08,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,42,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,44,0,4,4,7.75206e-69,40,1.54505e-07,1.54505e-07,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,44,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,46,0,10,10,7.39294e-65,100,3.86262e-07,3.86262e-07,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,46,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,48,0,20,20,7.57038e-62,200,7.72524e-07,7.72523e-07,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,48,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,50,0,38,38,4.64145e-59,380,1.46779e-06,1.46779e-06,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,50,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,52,0,80,80,7.93811e-56,800,3.09009e-06,3.09009e-06,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,52,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,54,0,178,178,1.88066e-52,1740,6.72096e-06,6.87544e-06,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,54,1,0,0,0,0,0,0,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,56,0,388,388,4.64145e-49,3800,1.46779e-05,1.49868e-05,0,0,0,iter,0,1,optk,10,dynamic
62,31603,0.5,56,1,16,16,7.21967e-68,50,1.93131e-07,6.18019e-07,1,5,6,iter,0,1,optk,10,dynamic
62,31603,0.5,40,0,21,21,7.64462e-21,51,1.96994e-07,2.43345e-07,0,0,0,iter,0,1,rootk,3,dynamic
62,31603,0.5,40,1,0,0,0,0,0,0,0,0,0,iter,0,1,rootk,3,dynamic
62,31603,0.5,42,0,1,1,1.556e-24,3,1.15879e-08,1.15879e-08,0,0,0,iter,0,1,rootk,3,dynamic
62,31603,0.5,42,1,0,0,0,0,0,0,0,0,0,iter,0,1,rootk,3,dynamic
